WORD	SAMPA	PRON_VARIANT
rúmteppið	r u m t_h E h p I D	all
rúmu	r u: m Y	all
rúmur	r u: m Y r	all
rún	r u: n	all
rúna	r u: n a	all
rúnar	r u: n a r	all
rúnarsson	r u: n a r_0 s O n	all
rúnna	r u n a	all
rússland	r u s t l a n t	all
rússlandi	r u s t l a n t I	all
rússnesk	r u s t n E s k	all
rússneska	r u s t n E s k a	all
rússneski	r u s t n E s c I	all
rússneskri	r u s t n E s k r I	all
rússneskt	r u s t n E s t	all
rússnesku	r u s t n E s k Y	all
rússneskur	r u s t n E s k Y r	all
rússum	r u s Y m	all
rúst	r u s t	all
rúsína	r u: s i n a	all
rútu	r u: t Y	standard_clear
rútu	r u: t_h Y	north_clear
rúv	r u: v	all
rýma	r i: m a	all
rými	r i: m I	all
rýmka	r i m k_h a	northeast_clear
rýmka	r i m_0 k a	standard_clear
rýna	r i: n a	all
rýr	r i: r	all
rýriskiptingu	r i: r I s c I f t i N k Y	all
saddam	s a t a m	all
safamikill	s a: v a m I c I t l_0	standard_clear
safamikill	s a: v a m I c_h I t l_0	north_clear
safi	s a: v I	all
safn	s a p n_0	all
safna	s a p n a	all
safnaðarstarf	s a p n a D a r_0 s t a r f	standard_clear
safnaðarstarf	s a p n a D a s t a r f	standard_cas
safnaðarsöng	s a p n a D a r_0 s 9i N k	all
safni	s a p n I	all
safninu	s a p n I n Y	all
safnið	s a p n I D	all
safnkostur	s a p n_0 k_h O s t Y r	all
safnstjóri	s a f s t j ou r I	standard_cas
safnstjóri	s a p n_0 s t j ou r I	standard_clear
sag	s a: G	all
saga	s a: G a	all
sagga	s a k a	all
sagnfræði	s a k n_0 f r ai D I	all
sagnfræðingur	s a k n_0 f r ai D i N k Y r	all
sagnorð	s a k n O r D	all
sagt	s a x t	all
sagðar	s a G D a r	all
sagði	s a G D I	all
sagðist	s a G D I s t	all
saka	s a: k a	standard_clear
saka	s a: k_h a	north_clear
sakar	s a: k a r	standard_clear
sakar	s a: k_h a r	north_clear
sakarkostnað	s a: k a r_0 k_h O s t n a D	standard_clear
sakarkostnað	s a: k_h a r_0 k_h O s t n a D	north_clear
sakarkostnaðar	s a: k a r k_h O s t n a D a r	standard_clear
sakarkostnaðar	s a: k_h a r_0 k_h O s t n a D a r	north_clear
sakaruppgjöf	s a: k a r Y h p c 9 v	standard_clear
sakaruppgjöf	s a: k_h a r Y h p c 9 v	north_clear
sakaskrá	s a: k a s k r au	standard_clear
sakaskrá	s a: k_h a s k r au	north_clear
sakað	s a: k a D	standard_clear
sakað	s a: k_h a D	north_clear
sakaðir	s a: k a D I r	standard_clear
sakaðir	s a: k_h a D I r	north_clear
sakaður	s a: k a D Y r	standard_clear
sakaður	s a: k_h a D Y r	north_clear
saklaus	s a k_h l 9i s	north_clear
saklaus	s a: k l 9i s	standard_clear
sakleysi	s a: k l ei s I	all
sakleysingi	s a: k l ei s i J c I	all
sakna	s a h k n a	all
sal	s a: l	all
sala	s a: l a	all
salat	s a l a t	standard_clear
salat	s a l a t_h	north_clear
salerni	s a: l E r t n I	all
salinn	s a: l I n	all
salka	s a l k_h a	northeast_clear
salka	s a l_0 k a	standard_clear
salt	s a l_0 t	all
saltfiskur	s a l_0 t f I s k Y r	all
salti	s a l_0 t I	all
saltkjöt	s a l_0 t c_h 9 t	all
salts	s a l_0 s	standard_cas
salts	s a l_0 t s	standard_clear
saltsteinum	s a l_0 s t ei n Y m	standard_cas
saltsteinum	s a l_0 t s t ei n Y m	standard_clear
sama	s a: m a	all
saman	s a: m a n	all
samanber	s a: m a n p E r	all
samanburður	s a: m a n p Y r D Y r	all
samanherptur	s a: m a n h E r_0 t Y r	all
samankomnir	s a: m a n k_h O m n I r	all
samantekt	s a: m a n t_h E x t	all
samband	s a m p a n t	all
sambandi	s a m p a n t I	all
sambland	s a m p l a n t	all
sambærilega	s a m p ai r I l E G a	all
sambærilegar	s a m p ai r I l E G a r	all
sambærilegt	s a m p ai r I l E x t	all
sambíóin	s a: m p i j ou I n	all
sambönd	s a m p 9 n t	all
sambýliskona	s a m p i l I s k_h O n a	all
sambýlismaður	s a m p i l I s m a D Y r	all
samdrátt	s a m t r au h t	all
samdráttur	s a m t r au h t Y r	all
samdrætti	s a m t r ai h t I	all
samdægurs	s a m t ai G Y r_0 s	all
sameiginleg	s a: m ei j I n l E G	all
sameiginlegan	s a: m ei j I n l E G a n	all
sameiginlegri	s a: m ei j I n l E G r I	all
sameign	s a: m ei k n_0	all
sameina	s a: m ei n a	all
sameinast	s a: m ei n a s t	all
sameining	s a: m ei n i N k	all
sameiningu	s a: m ei n i N k Y	all
sameininguna	s a: m ei n i N k Y n a	all
sameinuð	s a: m ei n Y D	all
sameinuðu	s a: m ei n Y D Y	all
samfellt	s a m f E l_0 t	all
samfestingnum	s a m f E s t i N n Y m	all
samfylgd	s a m f I l t	all
samfylgdina	s a m f I l t I n a	all
samfylkingar	s a m f I l c_h i N k a r	northeast_clear
samfylkingar	s a m f I l_0 c i N k a r	standard_clear
samfylkingarinnar	s a m f I l c_h i N k a r I n a r	northeast_clear
samfylkingarinnar	s a m f I l_0 c i N k a r I n a r	standard_clear
samfylkingin	s a m f I l c_h i J c I n	northeast_clear
samfylkingin	s a m f I l_0 c i J c I n	standard_clear
samfylkinguna	s a m f I l c_h i N k Y n a	northeast_clear
samfylkinguna	s a m f I l_0 c i N k Y n a	standard_clear
samfélag	s a m f j E l a G	all
samfélagi	s a m f j E l ai j I	all
samfélaginu	s a m f j E l ai j I n Y	all
samfélagið	s a m f j E l ai j I D	all
samfélags	s a m f j E l a x s	all
samgangna	s a m k au N n a	standard_clear
samgangna	s a m k au n a	standard_cas
samgöngum	s a m k 9i N k Y m	all
samgöngumál	s a m k 9i N k Y m au l	all
samgöngumála	s a m k 9i N k Y m au l a	all
samgöngumálum	s a m k 9i N k Y m au l Y m	all
samgöngunefnd	s a m k 9i N k Y n E m t	all
samgöngunefndar	s a m k 9i N k Y n E m t a r	all
samgöngur	s a m k 9i N k Y r	all
samgönguráðherra	s a m k 9i N k Y r au T h E r a	all
samgönguráðuneytinu	s a m k 9i N k Y r au D Y n ei t I n Y	standard_clear
samgönguráðuneytinu	s a m k 9i N k Y r au D Y n ei t_h I n Y	north_clear
samgönguráðuneytisins	s a m k 9i N k Y r au D Y n ei t I s I n s	standard_clear
samgönguráðuneytisins	s a m k 9i N k Y r au D Y n ei t_h I s I n s	north_clear
samgönguráðuneytið	s a m k 9i N k Y r au D Y n ei t I D	standard_clear
samgönguráðuneytið	s a m k 9i N k Y r au D Y n ei t_h I D	north_clear
samgöngustofu	s a m k 9i N k Y s t O v Y	all
samgönguáætlun	s a m k 9i N k Y au ai h t l Y n	all
samheitaorðabók	s a: m h ei t a O r D a p ou k	standard_clear
samheitaorðabók	s a: m h ei t_h a O r D a p ou k_h	north_clear
samheiti	s a m h ei t I	standard_clear
samheiti	s a m h ei t_h I	north_clear
samhengi	s a m h ei J c I	all
samhengis	s a m h ei J c I s	all
samhengið	s a m h ei J c I D	all
samherjar	s a m h E r j a r	all
samherji	s a: m h E r j I	all
samhjálp	s a m C au l p_h	northeast_clear
samhjálp	s a m C au l_0 p	standard_clear
samhjálpar	s a m C au l p_h a r	northeast_clear
samhjálpar	s a m C au l_0 p a r	standard_clear
samhjálparfélagsskapur	s a m C au l p_h a r_0 f j E l a x s k a p_h Y r	northeast_clear
samhjálparfélagsskapur	s a m C au l_0 p a r_0 f j E l a x s k a p Y r	standard_clear
samhjálparfélagsskapur	s a m C au l_0 p a r_0 f j E l a x s k a p_h Y r	north_clear
samhliða	s a m l_0 I D a	all
samhljómur	s a m l_0 j ou m Y r	all
samhryggist	s a m r_0 I c I s t	all
samin	s a: m I n	all
samið	s a: m I D	all
samkaup	s a m k_h 9i p	standard_clear
samkaup	s a m k_h 9i p_h	north_clear
samkennd	s a m c_h E n t	all
samkenndar	s a m c_h E n t a r	all
samkeppni	s a m c_h E h p n I	all
samkeppnin	s a m c_h E h p n I n	all
samkeppnina	s a m c_h E h p n I n a	all
samkeppninnar	s a m c_h E h p n I n a r	all
samkeppninni	s a m c_h E h p n I n I	all
samkeppnisaðila	s a m c_h E h p n I s a D I l a	all
samkeppnisfær	s a m c_h E h p n I s f ai r	all
samkeppnishamlandi	s a m c_h E h p n I s h a m l a n t I	all
samkeppnishæf	s a m c_h E h p n I s h ai v	all
samkeppnishæfni	s a m c_h E h p n I s h ai p n I	all
samkeppnislaga	s a m c_h E h p n I s t l a G a	all
samkeppnislög	s a m c_h E h p n I s t l 9 G	all
samkeppnislögum	s a m c_h E h p n I s t l 9 G Y m	all
samkeppnismarkaði	s a m c_h E h p n I s m a r_0 k a D I	all
samkeppnismála	s a m c_h E h p n I s m au l a	all
samkeppnisreglum	s a m c_h E h p n I s r E k l Y m	all
samkeppnisráð	s a m c_h E h p n I s r au D	all
samkeppnisráðs	s a m c_h E h p n I s r au D s	all
samkeppnisstaða	s a m c_h E h p n I s t a D a	all
samkeppnisstofnun	s a m c_h E h p n I s t O p n Y n	all
samkeppnisstofnunar	s a m c_h E h p n I s t O p n Y n a r	all
samkeppnisstöðu	s a m c_h E h p n I s t 9 D Y	all
samkeppnisumhverfi	s a m c_h E h p n I s Y m k_h v E r v I	standard_clear
samkeppnisumhverfi	s a m c_h E h p n I s Y m x E r v I	south_clear
samkeppnisyfirvöld	s a m c_h E h p n I s I v I r v 9 l t	all
samkirkjulegra	s a m c_h I r_0 c Y l E G r a	all
samkirkjulegu	s a m c_h I r_0 c Y l E G Y	all
samkirkjunefnd	s a m c_h I r_0 c Y n E m t	all
samkoma	s a m k_h O m a	all
samkomu	s a m k_h O m Y	all
samkomuhúsinu	s a m k_h O m Y h u s I n Y	all
samkomulag	s a m k_h O m Y l a G	all
samkomulagi	s a m k_h O m Y l ai j I	all
samkomulagið	s a m k_h O m Y l ai j I D	all
samkomulags	s a m k_h O m Y l a x s	all
samkomulagsins	s a m k_h O m Y l a x s I n s	all
samkomur	s a m k_h O m Y r	all
samkvæmt	s a m k_h v ai m t_h	northeast_clear
samkvæmt	s a m k_h v ai m_0 t	standard_clear
samkvæmur	s a m k_h v ai m Y r	all
samkynhneigð	s a m c_h I n n_0 ei D	standard_cas
samkynhneigð	s a m c_h I n_0 ei G D	standard_clear
samkynhneigðra	s a m c_h I n_0 ei G D r a	all
samkynja	s a m c_h I n j a	all
samleið	s a m l ei D	all
samliggjandi	s a m l I c a n t I	all
samlyndi	s a m l I n t I	all
sammerkt	s a m E r_0 t	all
sammyndum	s a m I n t Y m	all
sammála	s a m au l a	all
samnefnda	s a m n E m t a	all
samnefndri	s a m n E m t r I	all
samnefndu	s a m n E m t Y	all
samning	s a m n i N k	all
samninga	s a m n i N k a	all
samningana	s a m n i N k a n a	all
samninganefnd	s a m n i N k a n E m t	all
samninganefndar	s a m n i N k a n E m t a r	all
samninganna	s a m n i N k a n a	all
samningar	s a m n i N k a r	all
samningarnir	s a m n i N k a r t n I r	standard_clear
samningarnir	s a m n i N k a t n I r	standard_cas
samningaviðræðum	s a m n i N k a v I D r ai D Y m	all
samningi	s a m n i J c I	all
samningnum	s a m n i N n Y m	standard_clear
samningnum	s a m n i n Y m	standard_cas
samnings	s a m n i N s	all
samningsaðila	s a m n i N s a D I l a	all
samningsaðilar	s a m n i N s a D I l a r	all
samningsbundinn	s a m n i N s p Y n t I n	all
samningseyðublað	s a m n i N s ei D Y p l a D	all
samningsgerð	s a m n i N s c E r D	all
samningsins	s a m n i N s I n s	all
samningsupphæðin	s a m n i N s Y h p h ai D I n	all
samningum	s a m n i N k Y m	all
samningunum	s a m n i N k O n Y m	all
samningur	s a m n i N k Y r	all
samningurinn	s a m n i N k Y r I n	all
samnorrænt	s a m n O r ai n_0 t	standard_clear
samráðs	s a m r au D s	all
samræmi	s a m r ai m I	all
samræmt	s a m r ai m_0 t	standard_clear
samræður	s a m r ai D Y r	all
samrýmist	s a m r i m I s t	all
samsetningu	s a m s E h t n I N k Y	all
samskipta	s a m s c I f t a	all
samskiptaforrita	s a m s c I f t a f O r I t a	standard_clear
samskiptaforrita	s a m s c I f t a f O r I t_h a	north_clear
samskiptaregluna	s a m s c I f t a r E k l Y n a	all
samskiptatækni	s a m s c I f t a t_h ai h k n I	all
samskiptaverkefni	s a m s c I f t a v E r_0 c E p n I	all
samskiptaverkefnið	s a m s c I f t a v E r_0 c E p n I D	all
samskipti	s a m s c I f t I	all
samskiptum	s a m s c I f t Y m	all
samskonar	s a m s k O n a r	all
samspil	s a m s p I l	all
samstarf	s a m s t a r f	all
samstarfi	s a m s t a r v I	all
samstarfinu	s a m s t a r v I n Y	all
samstarfs	s a m s t a r f s	standard_clear
samstarfs	s a m s t a r s	standard_cas
samstarfsaðila	s a m s t a r f s a D I l a	standard_clear
samstarfsaðila	s a m s t a r s a D I l a	standard_cas
samstarfsaðili	s a m s t a r f s a D I l I	standard_clear
samstarfsaðili	s a m s t a r s a D I l I	standard_cas
samstarfsaðilum	s a m s t a r f s a D I l Y m	standard_clear
samstarfsaðilum	s a m s t a r s a D I l Y m	standard_cas
samstarfsfyrirtæki	s a m s t a r f s f I r I r_0 t_h ai c I	standard_clear
samstarfsfyrirtæki	s a m s t a r f s f I r I r_0 t_h ai c_h I	north_clear
samstarfsfyrirtæki	s a m s t a r s f I r I t_h ai c I	standard_cas
samstarfsfólk	s a m s t a r f s f ou l_0 k	standard_clear
samstarfsfólk	s a m s t a r s f ou l_0 k	standard_cas
samstarfsfólk	s a m s t a r_0 s f ou l_0 k	standard_cas
samstarfshefð	s a m s t a r f s h E v D	standard_clear
samstarfshefð	s a m s t a r s h E v D	standard_cas
samstarfshópur	s a m s t a r f s h ou p Y r	standard_clear
samstarfshópur	s a m s t a r f s h ou p_h Y r	north_clear
samstarfshópur	s a m s t a r s h ou p Y r	standard_cas
samstarfsins	s a m s t a r f s I n s	standard_clear
samstarfsins	s a m s t a r s I n s	standard_cas
samstarfskennara	s a m s t a r f s c_h E n a r a	standard_clear
samstarfskennara	s a m s t a r s c_h E n a r a	standard_cas
samstarfskona	s a m s t a r f s k_h O n a	standard_clear
samstarfskona	s a m s t a r s k_h O n a	standard_cas
samstarfslæknar	s a m s t a r f s l ai h k n a r	standard_clear
samstarfslæknar	s a m s t a r_0 s l ai h k n a r	standard_cas
samstarfsmann	s a m s t a r f s m a n	standard_clear
samstarfsmann	s a m s t a r s m a n	standard_cas
samstarfsmanni	s a m s t a r f s m a n I	standard_clear
samstarfsmanni	s a m s t a r s m a n I	standard_cas
samstarfsmaður	s a m s t a r f s m a D Y r	standard_clear
samstarfsmaður	s a m s t a r_0 s m a D Y r	standard_cas
samstarfsmenn	s a m s t a r f s m E n	standard_clear
samstarfsmenn	s a m s t a r_0 s m E n	standard_cas
samstarfsmennirnir	s a m s t a r f s m E n I r t n I r	standard_clear
samstarfsmennirnir	s a m s t a r s m E n I t n I r	standard_cas
samstarfsmönnum	s a m s t a r f s m 9 n Y m	standard_clear
samstarfsmönnum	s a m s t a r s m 9 n Y m	standard_cas
samstarfsnefnd	s a m s t a r f s t n E m t	standard_clear
samstarfsnefnd	s a m s t a r s t n E m t	standard_cas
samstarfsnefndar	s a m s t a r f s t n E m t a r	standard_clear
samstarfsnefndar	s a m s t a r s t n E m t a r	standard_cas
samstarfsnefndarinnar	s a m s t a r f s t n E m t a r I n a r	standard_clear
samstarfsnefndarinnar	s a m s t a r s t n E m t a r I n a r	standard_cas
samstarfsneti	s a m s t a r f s t n E t I	standard_clear
samstarfsneti	s a m s t a r f s t n E t_h I	north_clear
samstarfsneti	s a m s t a r_0 s t n E t I	standard_cas
samstarfssamning	s a m s t a r f s a m n i N k	standard_clear
samstarfssamning	s a m s t a r s a m n i N k	standard_cas
samstarfssamningi	s a m s t a r f s a m n i J c I	standard_clear
samstarfssamningi	s a m s t a r_0 s a m n i J c I	standard_cas
samstarfssamninginn	s a m s t a r f s a m n i J c I n	standard_clear
samstarfssamninginn	s a m s t a r_0 s a m n i J c I n	standard_cas
samstarfssamningur	s a m s t a r f s a m n i N k Y r	standard_clear
samstarfssamningur	s a m s t a r_0 s a m n i N k Y r	standard_cas
samstarfsverkefna	s a m s t a r f s v E r_0 c E p n a	standard_clear
samstarfsverkefna	s a m s t a r s v E r_0 c E p n a	standard_cas
samstarfsverkefni	s a m s t a r f s v E r_0 k E p n I	standard_clear
samstarfsverkefni	s a m s t a r_0 s v E r_0 k E p n I	standard_cas
samstarfsverkefnum	s a m s t a r f s v E r_0 c E p n Y m	standard_clear
samstarfsverkefnum	s a m s t a r_0 s v E r_0 c E p n Y m	standard_cas
samstarfsvettvangur	s a m s t a r f s v E h t v au N k Y r	standard_clear
samstarfsvettvangur	s a m s t a r s v E h t v au N k Y r	standard_cas
samstarfsyfirlýsingar	s a m s t a r f s I v I r l i s i N k a r	standard_clear
samstarfsyfirlýsingar	s a m s t a r_0 s I v I l i s i N k a r	standard_cas
samstillt	s a m s t I l_0 t	all
samstilltu	s a m s t I l_0 t Y	all
samstæðunnar	s a m s t ai D Y n a r	all
samsvarandi	s a m s v a r a n t I	all
samsvarar	s a m s v a r a r	all
samt	s a m t_h	northeast_clear
samt	s a m_0 t	standard_clear
samtaka	s a m t_h a k a	standard_clear
samtaka	s a m t_h a k_h a	north_clear
samtakanna	s a m t_h a k a n a	standard_clear
samtakanna	s a m t_h a k_h a n a	north_clear
samtakanna	s a m t_h a k_h a n a	northeast_clear
samtali	s a m t_h a l I	all
samtalinu	s a m t_h a l I n Y	all
samtalið	s a: m t_h a l I D	all
samtals	s a m t_h a l s	all
samtalsins	s a m t_h a l s I n s	all
samtengd	s a m t_h ei N t	all
samtengdum	s a m t_h ei N t Y m	all
samtenginga	s a m t_h ei J c i N k a	all
samtryggingardeildar	s a m t_h r I c i N k a r t ei l t a r	all
samtímalist	s a m t_h i m a l I s t	all
samtímans	s a m t_h i m a n s	all
samtímanum	s a m t_h i m a n Y m	all
samtíð	s a m t_h i D	all
samtök	s a m t_h 9 k	standard_clear
samtök	s a m t_h 9 k_h	north_clear
samtökin	s a m t_h 9 c I n	standard_clear
samtökin	s a m t_h 9 c_h I n	north_clear
samtökin	s a m t_h 9 c_h I n	northeast_clear
samtökum	s a m t_h 9 k Y m	standard_clear
samtökum	s a m t_h 9 k_h Y m	north_clear
samtökunum	s a m t_h 9 k O n Y m	standard_clear
samtökunum	s a m t_h 9 k_h O n Y m	north_clear
samtöl	s a m t_h 9 l	all
samtölum	s a m t_h 9 l Y m	north_clear
samtölum	s a: m t_h 9 l Y m	standard_clear
samuel	s a m j u E l	all
samur	s a: m Y r	all
samvinna	s a m v I n a	all
samvinnu	s a m v I n Y	all
samvinnunefnd	s a m v I n Y n E m t	all
samvinnunefndar	s a m v I n Y n E m t a r	all
samúel	s a: m u E l	all
samþjöppun	s a m T j 9 h p Y n	all
samþykki	s a m T I h c I	all
samþykkir	s a m T I h c I r	all
samþykkis	s a m T I h c I s	all
samþykkja	s a m T I h c a	all
samþykkt	s a m T I x t	all
samþykkta	s a m T I x t a	all
samþykktar	s a m T I x t a r	all
samþykkti	s a m T I x t I	all
samþykktinni	s a m T I x t I n I	all
samþykktir	s a m T I x t I r	all
samþykktu	s a m T I x t Y	all
samþykktum	s a m T I x t Y m	all
samþykktur	s a m T I x t Y r	all
sandgerði	s a n t c E r D I	all
sandglompuhögg	s a n t k l O m p_h Y h 9 k	northeast_clear
sandglompuhögg	s a n t k l O m_0 p Y h 9 k	standard_clear
sandinn	s a n t I n	all
sandsteinn	s a n t s t ei t n_0	all
sandur	s a n t Y r	all
sandvatns	s a n t v a s	all
sandvatnshlíð	s a n t v a s l_0 i D	all
sankti	s a n_0 t I	all
sannanlega	s a n a n l E G a	all
sannarlega	s a n a r l E G a	all
sannfæra	s a n f ai r a	all
sannfærandi	s a n f ai r a n t I	all
sannfæringu	s a n f ai r i N k Y	all
sanngirni	s a J c I r t n I	all
sanngirni	s a J c I t n I	standard_cas
sanni	s a n I	all
sannindi	s a n I n t I	all
sannlega	s a n l E G a	all
sannleikur	s a n l ei k Y r	standard_clear
sannleikur	s a n l ei k_h Y r	north_clear
sannur	s a n Y r	all
santa	s a n t_h a	northeast_clear
santa	s a n_0 t a	standard_clear
sara	s a: r a	all
sardinía	s a r t I n i j a	all
sat	s a: t	standard_clear
satt	s a h t	all
sauma	s 9i: m a	all
saumavél	s 9i: m a v j E l	all
sautján	s 9i: t j au n	all
sautjánda	s 9i: t j au n t a	standard_clear
sautjándi	s 9i: t j au n t I	standard_clear
sautjándu	s 9i: t j au n t Y	all
sauðfjárbænda	s 9i D f j au r_0 p ai n t a	all
sauðfjárrækt	s 9i D f j au r ai x t	all
sauðfjárslátrun	s 9i D f j au r_0 s t l au t r Y n	standard_clear
sauðfjárslátrun	s 9i D f j au r_0 s t l au t_h r Y n	north_clear
sauðkindar	s 9i D c_h I n t a r	all
sauðkindin	s 9i D c_h I n t I n	all
scheving	s c E: v i N k	all
seafood	s i: f u t	all
sean	s j O: n	all
seattle	s i: a h t u l	all
sebastian	s E p a s t I a n	all
sef	s E: f	all
sefur	s E: v Y r	all
segi	s ei j I	all
segir	s ei j I r	all
segist	s ei j I s t	all
segja	s ei j a	all
segjast	s ei j a s t	all
segjum	s ei j Y m	all
segð	s E G D	all
segði	s E G D I	all
segðu	s ei G D Y	all
seinasta	s ei: n a s t a	all
seinka	s ei N k_h a	northeast_clear
seinka	s ei N_0 k a	standard_clear
seinkað	s ei N k_h a D	northeast_clear
seinkað	s ei N_0 k a D	standard_clear
seinkaði	s ei N k_h a D I	northeast_clear
seinkaði	s ei N_0 k a D I	standard_clear
seinn	s ei t n_0	all
seinna	s ei t n a	all
seinnameir	s ei t n a m ei r	all
seinni	s ei t n I	all
seinnipartinn	s ei t n I p_h a r_0 t I n	all
seinniparturinn	s ei t n I p_h a r_0 t Y r I n	all
seint	s ei n t_h	northeast_clear
seint	s ei n_0 t	standard_clear
seiða	s ei: D a	all
seiði	s ei: D I	all
sek	s E: k u n t Y r	standard_clear
sek	s E: k_h u n t Y r	north_clear
sekir	s E: c I r	standard_clear
sekir	s E: c_h I r	north_clear
sekkur	s E h k Y r	all
sekt	s E x t	all
sektir	s E x t I r	all
sektum	s E x t Y m	all
sekur	s E: k Y r	standard_clear
sekur	s E: k_h Y r	north_clear
seldar	s E l t a r	all
seldir	s E l t I r	all
seldust	s E l t Y s t	all
selfoss	s E l f O s	all
selfossi	s E l f O s I	all
selja	s E l j a	all
seljanda	s E l j a n t a	all
seljandi	s E l j a n t I	all
seljast	s E l j a s t	all
sellerí	s E l E r i	all
selma	s E l m a	all
selt	s E l_0 t	all
seltjarnarnesi	s E l t_h j a r t n a r n E s I	standard_clear
seltjarnarnesi	s E l t_h j a t n a n E s I	standard_cas
selur	s E: l Y r	all
sem	s E: m	all
semball	s E m p a t l_0	all
semingi	s E: m i J c I	all
semja	s E m j a	all
semsagt	s E m s a x t	all
semur	s E: m Y r	all
senda	s E n t a	all
sendar	s E n t a r	all
sendi	s E n t I	all
sendifulltrúa	s E n t I f Y t l_0 t_h r u a	all
sendiherra	s E n t I h E r a	all
sendiherranum	s E n t I h E r a n Y m	all
sendinefnd	s E n t I n E m t	all
sendinefndin	s E n t I n E m t I n	all
sendinn	s E n t I n	all
senn	s E n	all
senna	s E n a	all
sennilega	s E n I l E G a	all
sent	s E n_0 t	standard_clear
sentimetra	s E n t_h I m E t_h r a	northeast_clear
sentimetra	s E n_0 t I m E t r a	standard_clear
september	s E f t E m p E r	all
septemberbyrjun	s E f t E m p E r_0 p I r j Y n	all
septemberloka	s E f t E m p E r l O k a	standard_clear
septemberloka	s E f t E m p E r l O k_h a	north_clear
serbi	s E r p I	all
sergio	s E r t j i ou	all
serótónín	s E: r ou t_h ou n i n	all
sess	s E s	all
sest	s E s t	all
set	s E: t	standard_clear
set	s E: t_h	north_clear
setbergshnaus	s E: t p E r k s n_0 9i s	standard_clear
setbergshnaus	s E: t p E r s n_0 9i s	standard_cas
setbergshnaus	s E: t_h p E r k s n_0 9i s	north_clear
setið	s E: t I D	standard_clear
setið	s E: t_h I D	north_clear
setja	s E: t j a	standard_clear
setja	s E: t_h j a	north_clear
setjarar	s E: t j a r a r	standard_clear
setjast	s E: t j a s t	standard_clear
setjið	s E: t j I D	standard_clear
setjið	s E: t_h j I D	north_clear
setjum	s E: t j Y m	standard_clear
setjum	s E: t_h j Y m	north_clear
setjumst	s E: t j Y m s t	standard_clear
setning	s E h t n i N k	all
setningar	s E h t n I N k a r	all
sett	s E h t	all
settar	s E h t a r	all
setti	s E h t I	all
settist	s E h t I s t	all
settum	s E h t Y m	all
settur	s E h t Y r	all
setu	s E: t Y	standard_clear
setu	s E: t_h Y	north_clear
setur	s E: t Y r	standard_clear
setur	s E: t_h Y r	north_clear
sex	s E k s	all
sextíu	s E k s t_h i j Y	all
seytla	s ei h t l a	all
seytlar	s ei h t l a r	all
seyði	s ei: D I	all
seðill	s E: D I t l_0	all
seðlabanka	s E D l a p au N k_h a	northeast_clear
seðlabanka	s E D l a p au N_0 k a	standard_clear
seðlabankann	s E D l a p au N k_h a n	northeast_clear
seðlabankann	s E D l a p au N_0 k a n	standard_clear
seðlabankans	s E D l a p au N k_h a n s	northeast_clear
seðlabankans	s E D l a p au N_0 k a n s	standard_clear
seðlabankanum	s E D l a p au N k_h a n Y m	northeast_clear
seðlabankanum	s E D l a p au N_0 k a n Y m	standard_clear
seðlabankastjóra	s E D l a p au N k_h a s t j ou r a	northeast_clear
seðlabankastjóra	s E D l a p au N_0 k a s t j ou r a	standard_clear
seðlabanki	s E D l a p au J c_h I	northeast_clear
seðlabanki	s E D l a p au J_0 c I	standard_clear
seðlaprentsmiðju	s E D l a p_h r E n_0 t s m I D j Y	standard_clear
sibba	s I p a	all
sibbi	s I p I	all
sibbu	s I p Y	all
sif	s I: f	all
sifjalaganefndar	s I v j a l a G a n E m t a r	all
sig	s I: G	all
sigbjörnsdóttur	s I G p j 9 r_0 s t ou h t Y r	all
sigbjörnsson	s I G p j 9 r_0 s O n	all
sigfús	s I x f u s	all
sigga	s I k a	all
siggeirsson	s I G c ei r_0 s O n	all
siggi	s I c I	all
sigla	s I k l a	all
sigldi	s I l t I	all
sigldu	s I l t Y	all
siglingu	s I k l i N k Y	all
siglir	s I k l I r	all
siglt	s I l_0 t	all
sigmar	s I G m a r	all
sigmund	s I G m Y n t	all
sigmundar	s I G m Y n t a r	all
sigmundsson	s I G m Y n s O n	standard_cas
sigmundsson	s I G m Y n t s O n	standard_clear
sigmundur	s I G m Y n t Y r	all
sigra	s I G r a	all
sigrar	s I G r a r	all
sigrað	s I G r a D	all
sigraði	s I G r a D I	all
sigri	s I G r I	all
sigruðu	s I G r Y D Y	all
sigríðar	s I G r i D a r	all
sigríður	s I G r i D Y r	all
sigrún	s I G r u n	all
sigrúnar	s I G r u n a r	all
sigrúnu	s I G r u n Y	all
sigtryggsson	s I G t_h r I k s O n	all
sigtryggssonar	s I G t_h r I k s O n a r	all
sigtryggur	s I G t_h r I k Y r	all
sigur	s I: G Y r	all
sigurbergsdóttir	s I: G Y r p E r k s t ou h t I r	standard_clear
sigurbergsdóttir	s I: G Y r p E r s t ou h t I r	standard_cas
sigurbjörg	s I: G Y r_0 p j 9 r k	all
sigurbjörn	s I: G Y p j 9 t n_0	standard_cas
sigurbjörn	s I: G Y r_0 p j 9 r t n_0	standard_clear
sigurbjörns	s I: G Y r p j 9 r_0 s	standard_clear
sigurbjörnsson	s I: G Y r p j 9 r_0 s O n	all
sigurbjörnssyni	s I: G Y p j 9 s I n I	standard_cas
sigurbjörnssyni	s I: G Y r p j 9 r_0 s I n I	standard_clear
sigurdís	s I: G Y r t i s	all
sigurgeir	s I: G Y r c ei r	all
